CoordinateX, Density, Velocity, Pressure
    0.005000000,    1.000000000,   -2.000000000,    0.400000000
    0.015000000,    1.000000000,   -2.000000000,    0.400000000
    0.025000000,    1.000000000,   -2.000000000,    0.400000000
    0.035000000,    1.000000000,   -2.000000000,    0.400000000
    0.045000000,    1.000000000,   -2.000000000,    0.400000000
    0.055000000,    1.000000000,   -2.000000000,    0.400000000
    0.065000000,    1.000000000,   -2.000000000,    0.400000000
    0.075000000,    1.000000000,   -2.000000000,    0.400000000
    0.085000000,    1.000000000,   -2.000000000,    0.400000000
    0.095000000,    0.947324913,   -1.959723769,    0.370816059
    0.105000000,    0.878333326,   -1.904168213,    0.333567014
    0.115000000,    0.813421203,   -1.848612658,    0.299572315
    0.125000000,    0.752404893,   -1.793057102,    0.268591489
    0.135000000,    0.695106345,   -1.737501547,    0.240398496
    0.145000000,    0.641353017,   -1.681945991,    0.214781064
    0.155000000,    0.590977787,   -1.626390436,    0.191540057
    0.165000000,    0.543818874,   -1.570834880,    0.170488849
    0.175000000,    0.499719743,   -1.515279324,    0.151452729
    0.185000000,    0.458529025,   -1.459723769,    0.134268320
    0.195000000,    0.420100426,   -1.404168213,    0.118783020
    0.205000000,    0.384292644,   -1.348612658,    0.104854456
    0.215000000,    0.350969278,   -1.293057102,    0.092349965
    0.225000000,    0.319998745,   -1.237501547,    0.081146086
    0.235000000,    0.291254193,   -1.181945991,    0.071128074
    0.245000000,    0.264613413,   -1.126390436,    0.062189431
    0.255000000,    0.239958753,   -1.070834880,    0.054231451
    0.265000000,    0.217177032,   -1.015279324,    0.047162785
    0.275000000,    0.196159453,   -0.959723769,    0.040899022
    0.285000000,    0.176801515,   -0.904168213,    0.035362289
    0.295000000,    0.159002930,   -0.848612658,    0.030480857
    0.305000000,    0.142667532,   -0.793057102,    0.026188776
    0.315000000,    0.127703193,   -0.737501547,    0.022425516
    0.325000000,    0.114021738,   -0.681945991,    0.019135628
    0.335000000,    0.101538853,   -0.626390436,    0.016268411
    0.345000000,    0.090174004,   -0.570834880,    0.013777610
    0.355000000,    0.079850348,   -0.515279324,    0.011621108
    0.365000000,    0.070494646,   -0.459723769,    0.009760646
    0.375000000,    0.062037176,   -0.404168213,    0.008161553
    0.385000000,    0.054411650,   -0.348612658,    0.006792484
    0.395000000,    0.047555122,   -0.293057102,    0.005625177
    0.405000000,    0.041407906,   -0.237501547,    0.004634219
    0.415000000,    0.035913486,   -0.181945991,    0.003796825
    0.425000000,    0.031018433,   -0.126390436,    0.003092629
    0.435000000,    0.026672316,   -0.070834880,    0.002503485
    0.445000000,    0.022827613,   -0.015279324,    0.002013282
    0.455000000,    0.021852118,    0.000000000,    0.001893873
    0.465000000,    0.021852118,    0.000000000,    0.001893873
    0.475000000,    0.021852118,    0.000000000,    0.001893873
    0.485000000,    0.021852118,    0.000000000,    0.001893873
    0.495000000,    0.021852118,    0.000000000,    0.001893873
    0.505000000,    0.021852118,    0.000000000,    0.001893873
    0.515000000,    0.021852118,    0.000000000,    0.001893873
    0.525000000,    0.021852118,    0.000000000,    0.001893873
    0.535000000,    0.021852118,    0.000000000,    0.001893873
    0.545000000,    0.021852118,    0.000000000,    0.001893873
    0.555000000,    0.022827613,    0.015279324,    0.002013282
    0.565000000,    0.026672316,    0.070834880,    0.002503485
    0.575000000,    0.031018433,    0.126390436,    0.003092629
    0.585000000,    0.035913486,    0.181945991,    0.003796825
    0.595000000,    0.041407906,    0.237501547,    0.004634219
    0.605000000,    0.047555122,    0.293057102,    0.005625177
    0.615000000,    0.054411650,    0.348612658,    0.006792484
    0.625000000,    0.062037176,    0.404168213,    0.008161553
    0.635000000,    0.070494646,    0.459723769,    0.009760646
    0.645000000,    0.079850348,    0.515279324,    0.011621108
    0.655000000,    0.090174004,    0.570834880,    0.013777610
    0.665000000,    0.101538853,    0.626390436,    0.016268411
    0.675000000,    0.114021738,    0.681945991,    0.019135628
    0.685000000,    0.127703193,    0.737501547,    0.022425516
    0.695000000,    0.142667532,    0.793057102,    0.026188776
    0.705000000,    0.159002930,    0.848612658,    0.030480857
    0.715000000,    0.176801515,    0.904168213,    0.035362289
