CoordinateX, Density, Velocity, Pressure
    0.005000000,    1.000000000,    0.750000000,    1.000000000
    0.015000000,    1.000000000,    0.750000000,    1.000000000
    0.025000000,    1.000000000,    0.750000000,    1.000000000
    0.035000000,    1.000000000,    0.750000000,    1.000000000
    0.045000000,    1.000000000,    0.750000000,    1.000000000
    0.055000000,    1.000000000,    0.750000000,    1.000000000
    0.065000000,    1.000000000,    0.750000000,    1.000000000
    0.075000000,    1.000000000,    0.750000000,    1.000000000
    0.085000000,    1.000000000,    0.750000000,    1.000000000
    0.095000000,    1.000000000,    0.750000000,    1.000000000
    0.105000000,    1.000000000,    0.750000000,    1.000000000
    0.115000000,    1.000000000,    0.750000000,    1.000000000
    0.125000000,    1.000000000,    0.750000000,    1.000000000
    0.135000000,    1.000000000,    0.750000000,    1.000000000
    0.145000000,    1.000000000,    0.750000000,    1.000000000
    0.155000000,    1.000000000,    0.750000000,    1.000000000
    0.165000000,    1.000000000,    0.750000000,    1.000000000
    0.175000000,    1.000000000,    0.750000000,    1.000000000
    0.185000000,    1.000000000,    0.750000000,    1.000000000
    0.195000000,    1.000000000,    0.750000000,    1.000000000
    0.205000000,    1.000000000,    0.750000000,    1.000000000
    0.215000000,    1.000000000,    0.750000000,    1.000000000
    0.225000000,    1.000000000,    0.750000000,    1.000000000
    0.235000000,    0.999999998,    0.750000002,    0.999999997
    0.245000000,    0.999999991,    0.750000011,    0.999999987
    0.255000000,    0.999999958,    0.750000049,    0.999999941
    0.265000000,    0.999999821,    0.750000212,    0.999999750
    0.275000000,    0.999999288,    0.750000842,    0.999999004
    0.285000000,    0.999997371,    0.750003111,    0.999996319
    0.295000000,    0.999990990,    0.750010661,    0.999987385
    0.305000000,    0.999971382,    0.750033862,    0.999959935
    0.315000000,    0.999915884,    0.750099526,    0.999882244
    0.325000000,    0.999771560,    0.750270296,    0.999680221
    0.335000000,    0.999427649,    0.750677255,    0.999198913
    0.345000000,    0.998678786,    0.751563625,    0.998151259
    0.355000000,    0.997191942,    0.753324560,    0.996072582
    0.365000000,    0.994502539,    0.756513876,    0.992316959
    0.375000000,    0.990065011,    0.761789027,    0.986131229
    0.385000000,    0.983357960,    0.769794343,    0.976806356
    0.395000000,    0.974005215,    0.781025725,    0.963850024
    0.405000000,    0.961856588,    0.795738578,    0.947099490
    0.415000000,    0.946996275,    0.813933824,    0.926729007
    0.425000000,    0.929689983,    0.835410298,    0.903168916
    0.435000000,    0.910306635,    0.859845622,    0.876989301
    0.445000000,    0.889246406,    0.886872091,    0.848794732
    0.455000000,    0.866889316,    0.916132703,    0.819150625
    0.465000000,    0.843563150,    0.947319028,    0.788539304
    0.475000000,    0.819519779,    0.980204488,    0.757330504
    0.485000000,    0.794896477,    1.014705657,    0.725735876
    0.495000000,    0.769587744,    1.051084898,    0.693655610
    0.505000000,    0.742592165,    1.090972167,    0.659889387
    0.515000000,    0.703032824,    1.151621277,    0.611257281
    0.525000000,    0.673987024,    1.197871054,    0.576263282
    0.535000000,    0.652083775,    1.233784222,    0.550286570
    0.545000000,    0.633627762,    1.264783163,    0.528677586
    0.555000000,    0.617983097,    1.291616081,    0.510564391
    0.565000000,    0.605070369,    1.314161727,    0.495759869
    0.575000000,    0.594947216,    1.332090080,    0.484252348
    0.585000000,    0.587594780,    1.345238805,    0.475959731
    0.595000000,    0.582771552,    1.353895067,    0.470567542
    0.605000000,    0.579985563,    1.358859267,    0.467498926
    0.615000000,    0.578607829,    1.361230289,    0.466039033
    0.625000000,    0.578041533,    1.362072770,    0.465520703
    0.635000000,    0.577836804,    1.362182507,    0.465452442
    0.645000000,    0.577713088,    1.362024124,    0.465548748
    0.655000000,    0.577504801,    1.361805490,    0.465682062
    0.665000000,    0.577069727,    1.361607351,    0.465802834
    0.675000000,    0.576218978,    1.361455240,    0.465895391
    0.685000000,    0.574672680,    1.361330110,    0.465971418
