NACA0012
9.9970888181e-01   1.2374806221e-05   0.0
9.9883357309e-01   1.3622909471e-04   0.0
9.9737614433e-01   3.4215740343e-04   0.0
9.9533872126e-01   6.2942105779e-04   0.0
9.9272427398e-01   9.9699498764e-04   0.0
9.8953661109e-01   1.4435765874e-03   0.0
9.8578037217e-01   1.9675968073e-03   0.0
9.8146101855e-01   2.5672332618e-03   0.0
9.7658482255e-01   3.2404251015e-03   0.0
9.7115885503e-01   3.9848893686e-03   0.0
9.6519097143e-01   4.7981385283e-03   0.0
9.5868979626e-01   5.6774988531e-03   0.0
9.5166470607e-01   6.6201293306e-03   0.0
9.4412581096e-01   7.6230407613e-03   0.0
9.3608393465e-01   8.6831147216e-03   0.0
9.2755059318e-01   9.7971220831e-03   0.0
9.1853797227e-01   1.0961740799e-02   0.0
9.0905890341e-01   1.2173572697e-02   0.0
8.9912683867e-01   1.3429159060e-02   0.0
8.8875582437e-01   1.4724994792e-02   0.0
8.7796047366e-01   1.6057541050e-02   0.0
8.6675593795e-01   1.7423236224e-02   0.0
8.5515787742e-01   1.8818505223e-02   0.0
8.4318243061e-01   2.0239767065e-02   0.0
8.3084618307e-01   2.1683440813e-02   0.0
8.1816613531e-01   2.3145949950e-02   0.0
8.0515966995e-01   2.4623725311e-02   0.0
7.9184451826e-01   2.6113206753e-02   0.0
7.7823872616e-01   2.7610843763e-02   0.0
7.6436061965e-01   2.9113095208e-02   0.0
7.5022876985e-01   3.0616428503e-02   0.0
7.3586195771e-01   3.2117318436e-02   0.0
7.2127913844e-01   3.3612245918e-02   0.0
7.0649940575e-01   3.5097696927e-02   0.0
6.9154195598e-01   3.6570161898e-02   0.0
6.7642605223e-01   3.8026135795e-02   0.0
6.6117098845e-01   3.9462119099e-02   0.0
6.4579605379e-01   4.0874619880e-02   0.0
6.3032049705e-01   4.2260157144e-02   0.0
6.1476349145e-01   4.3615265546e-02   0.0
5.9914409973e-01   4.4936501588e-02   0.0
5.8348123980e-01   4.6220451316e-02   0.0
5.6779365072e-01   4.7463739542e-02   0.0
5.5209985939e-01   4.8663040537e-02   0.0
5.3641814788e-01   4.9815090114e-02   0.0
5.2076652144e-01   5.0916698988e-02   0.0
5.0516267737e-01   5.1964767252e-02   0.0
4.8962397465e-01   5.2956299771e-02   0.0
4.7416740459e-01   5.3888422290e-02   0.0
4.5880956244e-01   5.4758398008e-02   0.0
4.4356662002e-01   5.5563644359e-02   0.0
4.2845429943e-01   5.6301749728e-02   0.0
4.1348784804e-01   5.6970489836e-02   0.0
3.9868201449e-01   5.7567843508e-02   0.0
3.8405102616e-01   5.8092007561e-02   0.0
3.6960856777e-01   5.8541410559e-02   0.0
3.5536776141e-01   5.8914725191e-02   0.0
3.4134114794e-01   5.9210879053e-02   0.0
3.2754066984e-01   5.9429063658e-02   0.0
3.1397765541e-01   5.9568741503e-02   0.0
3.0066280460e-01   5.9629651066e-02   0.0
2.8760617622e-01   5.9611809657e-02   0.0
2.7481717675e-01   5.9515514049e-02   0.0
2.6230455069e-01   5.9341338884e-02   0.0
2.5007637247e-01   5.9090132873e-02   0.0
2.3814003994e-01   5.8763012829e-02   0.0
2.2650226943e-01   5.8361355647e-02   0.0
2.1516909240e-01   5.7886788322e-02   0.0
2.0414585376e-01   5.7341176168e-02   0.0
1.9343721163e-01   5.6726609404e-02   0.0
1.8304713882e-01   5.6045388297e-02   0.0
1.7297892578e-01   5.5300007072e-02   0.0
1.6323518520e-01   5.4493136810e-02   0.0
1.5381785805e-01   5.3627607556e-02   0.0
1.4472822123e-01   5.2706389875e-02   0.0
1.3596689664e-01   5.1732576078e-02   0.0
1.2753386176e-01   5.0709361356e-02   0.0
1.1942846166e-01   4.9640025021e-02   0.0
1.1164942240e-01   4.8527912076e-02   0.0
1.0419486575e-01   4.7376415289e-02   0.0
9.7062325347e-02   4.6188957953e-02   0.0
9.0248763989e-02   4.4968977480e-02   0.0
8.3750592248e-02   4.3719909959e-02   0.0
7.7563688230e-02   4.2445175793e-02   0.0
7.1683418467e-02   4.1148166487e-02   0.0
6.6104659878e-02   3.9832232673e-02   0.0
6.0821822737e-02   3.8500673383e-02   0.0
5.5828874607e-02   3.7156726621e-02   0.0
5.1119365150e-02   3.5803561205e-02   0.0
4.6686451774e-02   3.4444269869e-02   0.0
4.2522926033e-02   3.3081863590e-02   0.0
3.8621240721e-02   3.1719267081e-02   0.0
3.4973537588e-02   3.0359315376e-02   0.0
3.1571675614e-02   2.9004751443e-02   0.0
2.8407259752e-02   2.7658224722e-02   0.0
2.5471670088e-02   2.6322290501e-02   0.0
2.2756091329e-02   2.4999410033e-02   0.0
2.0251542550e-02   2.3691951281e-02   0.0
1.7948907127e-02   2.2402190202e-02   0.0
1.5838962780e-02   2.1132312459e-02   0.0
1.3912411641e-02   1.9884415476e-02   0.0
1.2159910291e-02   1.8660510719e-02   0.0
1.0572099673e-02   1.7462526152e-02   0.0
9.1396348131e-03   1.6292308750e-02   0.0
7.8532142771e-03   1.5151627026e-02   0.0
6.7036092895e-03   1.4042173490e-02   0.0
5.6816924380e-03   1.2965566996e-02   0.0
4.7784658956e-03   1.1923354924e-02   0.0
3.9850890909e-03   1.0917015162e-02   0.0
3.2929057560e-03   9.9479578621e-03   0.0
2.6934702858e-03   9.0175269465e-03   0.0
2.1785733447e-03   8.1270013591e-03   0.0
1.7402666557e-03   7.2775960504e-03   0.0
1.3708869114e-03   6.4704627051e-03   0.0
1.0630787492e-03   5.7066902187e-03   0.0
8.0981673131e-04   4.9873049393e-03   0.0
6.0442627871e-04   4.3132706931e-03   0.0
4.4060350493e-04   3.6854886178e-03   0.0
3.1243390232e-04   3.1047968292e-03   0.0
2.1440983450e-04   2.5719699503e-03   0.0
1.4144679192e-04   2.0877185324e-03   0.0
8.8898370775e-05   1.6526883986e-03   0.0
5.2569938443e-05   1.2674599405e-03   0.0
2.8730951967e-05   9.3254739686e-04   0.0
1.4125899323e-05   6.4839814399e-04   0.0
5.9838366889e-06   4.1539202190e-04   0.0
2.0264983271e-06   2.3384072206e-04   0.0
4.7495920492e-07   1.0398725638e-04   0.0
0.0   0.0   0.0
4.7495920492e-07   -1.0398725638e-04   0.0
2.0264983271e-06   -2.3384072206e-04   0.0
5.9838366889e-06   -4.1539202190e-04   0.0
1.4125899323e-05   -6.4839814399e-04   0.0
2.8730951967e-05   -9.3254739686e-04   0.0
5.2569938443e-05   -1.2674599405e-03   0.0
8.8898370775e-05   -1.6526883986e-03   0.0
1.4144679192e-04   -2.0877185324e-03   0.0
2.1440983450e-04   -2.5719699503e-03   0.0
3.1243390232e-04   -3.1047968292e-03   0.0
4.4060350493e-04   -3.6854886178e-03   0.0
6.0442627871e-04   -4.3132706931e-03   0.0
8.0981673131e-04   -4.9873049393e-03   0.0
1.0630787492e-03   -5.7066902187e-03   0.0
1.3708869114e-03   -6.4704627051e-03   0.0
1.7402666557e-03   -7.2775960504e-03   0.0
2.1785733447e-03   -8.1270013591e-03   0.0
2.6934702858e-03   -9.0175269465e-03   0.0
3.2929057560e-03   -9.9479578621e-03   0.0
