 CoordinateX,Density,Velocity,Pressure,DummyOutput 
    0.795000000,    0.279749883,    0.928458691,    0.303149249,    0.000000000
    0.805000000,    0.275516011,    0.928333756,    0.303121632,    0.000000000
    0.815000000,    0.272233141,    0.928097393,    0.303055633,    0.000000000
    0.825000000,    0.269739383,    0.927669169,    0.302924473,    0.000000000
    0.835000000,    0.267856934,    0.926916444,    0.302683959,    0.000000000
    0.845000000,    0.266397067,    0.925622853,    0.302262089,    0.000000000
    0.855000000,    0.265158232,    0.923439534,    0.301543205,    0.000000000
    0.865000000,    0.263915590,    0.919809921,    0.300344133,    0.000000000
    0.875000000,    0.262400645,    0.913855246,    0.298379352,    0.000000000
    0.885000000,    0.260269730,    0.904204241,    0.295212911,    0.000000000
    0.895000000,    0.257061996,    0.888747916,    0.290198178,    0.000000000
    0.905000000,    0.252154037,    0.864309887,    0.282418381,    0.000000000
    0.915000000,    0.244735054,    0.826269873,    0.270670939,    0.000000000
    0.925000000,    0.233863487,    0.768334198,    0.253601509,    0.000000000
    0.935000000,    0.218728429,    0.683074937,    0.230188497,    0.000000000
    0.945000000,    0.199282690,    0.564764709,    0.200799824,    0.000000000
    0.955000000,    0.177215072,    0.416766418,    0.168586330,    0.000000000
    0.965000000,    0.156364242,    0.261445612,    0.139561491,    0.000000000
    0.975000000,    0.140860743,    0.135490275,    0.119179340,    0.000000000
    0.985000000,    0.131926475,    0.059443334,    0.108092207,    0.000000000
    0.995000000,    0.127743131,    0.023495101,    0.103140683,    0.000000000

