CoordinateX, Density, Velocity, Pressure
    0.005000000,    1.000000000,    0.000000000,    1.000000000
    0.015000000,    1.000000000,    0.000000000,    1.000000000
    0.025000000,    1.000000000,    0.000000000,    1.000000000
    0.035000000,    1.000000000,    0.000000000,    1.000000000
    0.045000000,    1.000000000,    0.000000000,    1.000000000
    0.055000000,    1.000000000,    0.000000000,    1.000000000
    0.065000000,    1.000000000,    0.000000000,    1.000000000
    0.075000000,    1.000000000,    0.000000000,    1.000000000
    0.085000000,    1.000000000,    0.000000000,    1.000000000
    0.095000000,    1.000000000,    0.000000000,    1.000000000
    0.105000000,    1.000000000,    0.000000000,    1.000000000
    0.115000000,    1.000000000,    0.000000000,    1.000000000
    0.125000000,    1.000000000,    0.000000000,    1.000000000
    0.135000000,    1.000000000,    0.000000000,    1.000000000
    0.145000000,    1.000000000,    0.000000000,    1.000000000
    0.155000000,    1.000000000,    0.000000000,    1.000000000
    0.165000000,    1.000000000,    0.000000000,    1.000000000
    0.175000000,    1.000000000,    0.000000000,    1.000000000
    0.185000000,    1.000000000,    0.000000000,    1.000000000
    0.195000000,    1.000000000,    0.000000000,    1.000000000
    0.205000000,    1.000000000,    0.000000000,    1.000000000
    0.215000000,    1.000000000,    0.000000000,    1.000000000
    0.225000000,    1.000000000,    0.000000000,    1.000000000
    0.235000000,    1.000000000,    0.000000000,    1.000000000
    0.245000000,    1.000000000,    0.000000000,    1.000000000
    0.255000000,    1.000000000,    0.000000000,    1.000000000
    0.265000000,    1.000000000,    0.000000000,    1.000000000
    0.275000000,    1.000000000,    0.000000000,    1.000000000
    0.285000000,    1.000000000,    0.000000000,    1.000000000
    0.295000000,    1.000000000,    0.000000000,    1.000000000
    0.305000000,    1.000000000,   -0.000000000,    1.000000000
    0.315000000,    1.000000000,    0.000000000,    1.000000000
    0.325000000,    1.000000000,   -0.000000000,    1.000000000
    0.335000000,    1.000000000,    0.000000000,    1.000000000
    0.345000000,    1.000000000,   -0.000000000,    1.000000000
    0.355000000,    1.000000000,    0.000000002,    1.000000000
    0.365000000,    0.999999975,   -0.000000005,    0.999999964
    0.375000000,    1.000000050,    0.000000367,    1.000000070
    0.385000000,    0.999996819,   -0.000000539,    0.999995546
    0.395000000,    1.000003215,    0.000032186,    1.000004500
    0.405000000,    0.999808244,   -0.000018899,    0.999731538
    0.415000000,    1.000034226,    0.001298022,    1.000047563
    0.425000000,    0.995028533,    0.000301053,    0.993042268
    0.435000000,    0.996327382,    0.020280990,    0.994844978
    0.445000000,    0.958677917,    0.028524535,    0.942767623
    0.455000000,    0.897224921,    0.067930456,    0.859303672
    0.465000000,    0.982150791,    0.338461239,    0.944314808
    0.475000000,    0.432813861,   -0.307171058,    0.288482747
    0.485000000,    0.599464739,    0.833968152,    0.551809036
    0.495000000,    1.270101047,    0.829527527,    0.593420417
    0.505000000,    0.000000000,    3.817290019,    0.000000000
    0.515000000,    0.000000000,    2.864070039,    0.000000000
    0.525000000,    0.000000000,    4.241058052,    0.000000000
    0.535000000,    0.000000000,  306.284280601,   29.449307111
    0.545000000,    0.384190582,    1.493708025,  101.504453763
    0.555000000,    0.775949634,    2.317679328,    1.209830583
    0.565000000,    0.759951404,    2.219392868,    1.107073377
    0.575000000,    0.456985643,    1.830481718,    0.696845470
    0.585000000,    0.219334226,    0.871690794,    0.274110884
    0.595000000,    0.138107024,    0.129880550,    0.118237628
    0.605000000,    0.125903597,    0.007720261,    0.101029259
    0.615000000,    0.125047194,    0.000401049,    0.100052898
    0.625000000,    0.125002325,    0.000019635,    0.100002604
    0.635000000,    0.125000107,    0.000000912,    0.100000120
    0.645000000,    0.125000005,    0.000000040,    0.100000005
    0.655000000,    0.125000000,    0.000000002,    0.100000000
    0.665000000,    0.125000000,    0.000000000,    0.100000000
    0.675000000,    0.125000000,    0.000000000,    0.100000000
    0.685000000,    0.125000000,    0.000000000,    0.100000000
    0.695000000,    0.125000000,    0.000000000,    0.100000000
    0.705000000,    0.125000000,    0.000000000,    0.100000000
    0.715000000,    0.125000000,    0.000000000,    0.100000000
    0.725000000,    0.125000000,    0.000000000,    0.100000000
    0.735000000,    0.125000000,    0.000000000,    0.100000000
    0.745000000,    0.125000000,    0.000000000,    0.100000000
    0.755000000,    0.125000000,    0.000000000,    0.100000000
    0.765000000,    0.125000000,    0.000000000,    0.100000000
    0.775000000,    0.125000000,    0.000000000,    0.100000000
    0.785000000,    0.125000000,    0.000000000,    0.100000000
    0.795000000,    0.125000000,    0.000000000,    0.100000000
    0.805000000,    0.125000000,    0.000000000,    0.100000000
    0.815000000,    0.125000000,    0.000000000,    0.100000000
    0.825000000,    0.125000000,    0.000000000,    0.100000000
    0.835000000,    0.125000000,    0.000000000,    0.100000000
    0.845000000,    0.125000000,    0.000000000,    0.100000000
    0.855000000,    0.125000000,    0.000000000,    0.100000000
    0.865000000,    0.125000000,    0.000000000,    0.100000000
    0.875000000,    0.125000000,    0.000000000,    0.100000000
    0.885000000,    0.125000000,    0.000000000,    0.100000000
