 CoordinateX,Density,Velocity,Pressure,DummyOutput 
    0.005000000,    0.999923639,    0.000090351,    0.999893099,    0.000000000
    0.015000000,    0.999869311,    0.000154635,    0.999817047,    0.000000000
    0.025000000,    0.999780813,    0.000259353,    0.999693167,    0.000000000
    0.035000000,    0.999639855,    0.000426153,    0.999495871,    0.000000000
    0.045000000,    0.999420418,    0.000685838,    0.999188770,    0.000000000
    0.055000000,    0.999086672,    0.001080846,    0.998721783,    0.000000000
    0.065000000,    0.998590933,    0.001667701,    0.998028322,    0.000000000
    0.075000000,    0.997871988,    0.002519050,    0.997023020,    0.000000000
    0.085000000,    0.996854203,    0.003724841,    0.995600607,    0.000000000
    0.095000000,    0.995447829,    0.005392152,    0.993636525,    0.000000000
    0.105000000,    0.993550857,    0.007643298,    0.990989789,    0.000000000
    0.115000000,    0.991052576,    0.010612066,    0.987508301,    0.000000000
    0.125000000,    0.987838706,    0.014438220,    0.983036428,    0.000000000
    0.135000000,    0.983797672,    0.019260767,    0.977424193,    0.000000000
    0.145000000,    0.978827338,    0.025210743,    0.970537050,    0.000000000
    0.155000000,    0.972841370,    0.032404376,    0.962265028,    0.000000000
    0.165000000,    0.965774453,    0.040937443,    0.952530100,    0.000000000
    0.175000000,    0.957585797,    0.050881401,    0.941290923,    0.000000000
    0.185000000,    0.948260629,    0.062281547,    0.928544558,    0.000000000
    0.195000000,    0.937809727,    0.075157167,    0.914325254,    0.000000000
    0.205000000,    0.926267276,    0.089503350,    0.898700770,    0.000000000
    0.215000000,    0.913687520,    0.105294014,    0.881766955,    0.000000000
    0.225000000,    0.900140717,    0.122485633,    0.863641373,    0.000000000
    0.235000000,    0.885708872,    0.141021213,    0.844456708,    0.000000000
    0.245000000,    0.870481645,    0.160834134,    0.824354518,    0.000000000
    0.255000000,    0.854552676,    0.181851638,    0.803479732,    0.000000000
    0.265000000,    0.838016503,    0.203997775,    0.781976092,    0.000000000
    0.275000000,    0.820966111,    0.227195795,    0.759982615,    0.000000000
    0.285000000,    0.803491097,    0.251369967,    0.737631020,    0.000000000
    0.295000000,    0.785676395,    0.276446878,    0.715044025,    0.000000000
    0.305000000,    0.767601482,    0.302356295,    0.692334358,    0.000000000
    0.315000000,    0.749339963,    0.329031644,    0.669604350,    0.000000000
    0.325000000,    0.730959464,    0.356410190,    0.646945972,    0.000000000
    0.335000000,    0.712521754,    0.384432980,    0.624441189,    0.000000000
    0.345000000,    0.694083032,    0.413044576,    0.602162542,    0.000000000
    0.355000000,    0.675694338,    0.442192635,    0.580173881,    0.000000000
    0.365000000,    0.657402052,    0.471827333,    0.558531201,    0.000000000
    0.375000000,    0.639248474,    0.501900627,    0.537283542,    0.000000000
    0.385000000,    0.621272465,    0.532365331,    0.516473948,    0.000000000
    0.395000000,    0.603510190,    0.563173927,    0.496140493,    0.000000000
    0.405000000,    0.585995980,    0.594277008,    0.476317402,    0.000000000
    0.415000000,    0.568763406,    0.625621131,    0.457036355,    0.000000000
    0.425000000,    0.551846686,    0.657145745,    0.438328084,    0.000000000
    0.435000000,    0.535282679,    0.688778573,    0.420224509,    0.000000000
    0.445000000,    0.519113869,    0.720428346,    0.402761829,    0.000000000
    0.455000000,    0.503393184,    0.751972820,    0.385985343,    0.000000000
    0.465000000,    0.488192174,    0.783238045,    0.369957548,    0.000000000
    0.475000000,    0.473615769,    0.813960694,    0.354772586,    0.000000000
    0.485000000,    0.459830197,    0.843716422,    0.340583521,    0.000000000
    0.495000000,    0.447117687,    0.871779085,    0.327655729,    0.000000000
    0.505000000,    0.435981719,    0.896848958,    0.316469771,    0.000000000
    0.515000000,    0.427308893,    0.916631597,    0.307880010,    0.000000000
    0.525000000,    0.422324555,    0.927924851,    0.303070405,    0.000000000
    0.535000000,    0.421135626,    0.930202253,    0.302112701,    0.000000000
    0.545000000,    0.420997943,    0.929893404,    0.302248509,    0.000000000
    0.555000000,    0.420795108,    0.929627164,    0.302366783,    0.000000000
    0.565000000,    0.420497202,    0.929439825,    0.302452245,    0.000000000
    0.575000000,    0.420095817,    0.929299337,    0.302518481,    0.000000000
    0.585000000,    0.419565435,    0.929187292,    0.302573324,    0.000000000
    0.595000000,    0.418859624,    0.929093793,    0.302621022,    0.000000000
